id_resposta_ocorrencia,logradouro,numero_porta,referencia,coordenada_x,coordenada_y,observacao,endereco_informado,valido,id_bairro,bairro_nome,id_tipo_pessoa,id_subarea,subarea_nome,tipo_pessoa_descricao,id_ocupacao_pessoa,ocupacao_pessoa_descricao,id_tipo_frequencia,tipo_frequencia_descricao,ocupacao_drogas,ocupacao_drogas_descricao,id_item_praca,item_praca_descricao,id_tipo_ocorrencia,tipo_ocorrencia_descricao,tipo_ocorrencia_ativo,orgao_responsavel,ocorrencia_informacao,id_orgao_ocorrencia,ocorrencia_orgao_nome,codigo_ocorrencia_orgao
732,Rua Coração de Maria,426,,-22.89158,-43.2742557,,FALSE,,63,Meier,,10,Estação Méier - Cachambi,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
734,Rua Coração de Maria,406,,-22.8918781,-43.2745288,,FALSE,,63,Meier,,10,Estação Méier - Cachambi,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
705,Rua Cabrália,16,,-22.858458046228318,-43.37445983368379,TRÊS PODAS,FALSE,,90,Marechal Hermes,,9,Estação Marechal Hermes,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
729,Rua Miguel Fernandes,543,,-22.897171823365074,-43.26888198706025,,FALSE,,63,Meier,,10,Estação Méier - Cachambi,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
747,Rua Silva Mourão,70,,-22.8887768360802,-43.27930851178122,,FALSE,,65,Cachambi,,7,Estação Del Castilho - Norte Shopping,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
742,Rua García Redondo,103,,-22.89025293037418,-43.27529829798488,,FALSE,,65,Cachambi,,10,Estação Méier - Cachambi,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
3055,Avenida Rio Branco,251,Em frente ao Clube Militar,-22.9110461,-43.1752216,,TRUE,TRUE,5,Centro,,19,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
2356,Avenida Francisco Bicalho,4920,Em frente à estação Leopoldina,-22.9075138,-43.2092311,,TRUE,TRUE,3,Santo Cristo,,,,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
856,Avenida Ayrton Senna,5500,Logo após o via parque sentido JPA,-22.981510632069796,-43.365341111304964,"Muita vegetação, os bandidos se escondem dentro do mato e aproveitam o engarrafamento para cometer os furtos",FALSE,TRUE,128,Barra da Tijuca,,4,Av Ayrton Senna,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
863,Avenida Ayrton Senna,2001,Subprefeitura da Barra,-22.9920838,-43.3688411,,FALSE,TRUE,115,Jacarepagua,,,,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
860,Avenida Ayrton Senna,340,Em frente ao posto Ipiranga,-22.969535842678006,-43.3601251607132,Vegetação do terreno invadindo o passeio,TRUE,TRUE,128,Barra da Tijuca,,4,Av Ayrton Senna,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
853,Avenida das Américas,443,Avenida das Américas esquina com Luís Carlos Prestes,-22.999374745265094,-43.3552907103043,,FALSE,TRUE,128,Barra da Tijuca,,4,Av Ayrton Senna,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
862,Avenida Ayrton Senna,4701,Logo após o station,-22.97111639029754,-43.361329210975654,,TRUE,TRUE,128,Barra da Tijuca,,4,Av Ayrton Senna,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
829,Avenida Lúcio Costa,3100,Condomínio vivendas da Barra,-23.011429252578186,-43.32527910185241,Iluminação precária devido aos galhos de árvores.,FALSE,TRUE,128,Barra da Tijuca,,2,Av Américas - Av Lúcio Costa,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
2558,"Avenida Ayrton Senna,",4701,Ao lado do 4701,-22.97051246525674,-43.361017439147936,,TRUE,TRUE,128,Barra da Tijuca,,4,Av Ayrton Senna,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
867,Avenida Ayrton senna,2001,Em frente a comlurb,-22.992594,-43.3677773,,TRUE,TRUE,128,Barra da Tijuca,,,,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
2551,Avenida Ayrton Senna,4701,Em frente ao station,-22.970205061615466,-43.360948965393455,,TRUE,TRUE,128,Barra da Tijuca,,,,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
2772,Rua Gonçalves Crespo,229,,-22.91580004337818,-43.217298523826045,,FALSE,TRUE,33,Tijuca,,11,Estações São Francisco Xavier - Afonso Pena,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
2760,Rua Mariz e Barros,950,,-22.91675891010598,-43.22274809831164,,FALSE,TRUE,33,Tijuca,,,,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
2759,Avenida Paula Sousa,314,,-22.914959048762892,-43.22798082568249,Rua com necessidade de poda,FALSE,TRUE,35,Maracanã,,8,Estação Maracanã - UERJ,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
1163,Rua Lopes Quintas,191,,-22.96457958596687,-43.220477614299774,,FALSE,,28,Jardim Botânico,,,,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
1582,Avenida Epitácio Pessoa,,,-22.985250393322254,-43.21502970259999,vegetacao obstruindo visibilidade do passeio,FALSE,TRUE,25,Ipanema,,13,Jardim de Alah,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
3082,Avenida Borges de Medeiros,210,,-22.984182294789665,-43.21587219310154,,FALSE,TRUE,26,Leblon,,13,Jardim de Alah,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
1643,Avenida Vieira Souto,,,-22.98650030638485,-43.20426642024141,,FALSE,,25,Ipanema,,12,General Osório - Nossa Senhora da Paz,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
1156,Rua Pacheco Leão,,,-22.965760065786718,-43.22375795592499,,FALSE,,28,Jardim Botânico,,,,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
996,Rua General Góis Monteiro,88,,-22.9561007,-43.1794562,,FALSE,,20,Botafogo,,,,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
991,Avenida Vieira Souto,214,Entre a r ua farme de amoedo 206 x teixeira de melo,-22.986793164816916,-43.199809755897526,,FALSE,,25,Ipanema,,12,General Osório - Nossa Senhora da Paz,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
1634,Avenida Vieira Souto,1,,-22.986028163550674,-43.21517665454101,,FALSE,TRUE,25,Ipanema,,13,Jardim de Alah,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
1121,Rua Gilberto Cardoso,,Rua gilberto Cardoso x Av borges de Medeiros,-22.97936200581981,-43.220083329574585,,FALSE,,26,Leblon,,,,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
932,Rua Visconde de Pirajá,,visconde de Pirajá x Rua jangadeiros,-22.98429139839314,-43.20497569046021,,FALSE,,25,Ipanema,,12,General Osório - Nossa Senhora da Paz,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
1661,Avenida Vieira Souto,,,-22.9875045,-43.1950182,,FALSE,TRUE,25,Ipanema,,1,Arpoardor - Av Atlântica,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
1667,Avenida Vieira Souto,,,-22.98607872395433,-43.21464300941682,,FALSE,TRUE,25,Ipanema,,13,Jardim de Alah,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
1593,Avenida Vieira Souto,,,-22.98640722325504,-43.208584785461426,,FALSE,,25,Ipanema,,12,General Osório - Nossa Senhora da Paz,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
1654,Avenida Vieira Souto,,,-22.986279764943973,-43.208113885578655,,FALSE,,25,Ipanema,,12,General Osório - Nossa Senhora da Paz,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
1606,Rua Farme de Amoedo,,,-22.986667442961977,-43.200830097849455,,FALSE,,25,Ipanema,,12,General Osório - Nossa Senhora da Paz,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
1125,Rua Ministro Corrêa de Melo,,,-22.980744842445986,-43.21882000912857,,FALSE,,26,Leblon,,,,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
3088,Rua Professor Antônio Maria Teixeira,59,,-22.98271382815205,-43.2172467518262,,FALSE,TRUE,26,Leblon,,13,Jardim de Alah,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
1195,Rua Aníbal de Mendonça,19,,-22.985629105668192,-43.211421474153305,,FALSE,,25,Ipanema,,12,General Osório - Nossa Senhora da Paz,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
3241,Rua Fernando Ferrari,2653,,-22.942893816787716,-43.18188695094744,,FALSE,TRUE,20,Botafogo,,17,Praia de Botafogo - Rua Marquês de Abrantes,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
3278,Rua Paulo VI,55,INICIO DA RUA,-22.93539177530625,-43.17819799701737,,FALSE,TRUE,15,Flamengo,,17,Praia de Botafogo - Rua Marquês de Abrantes,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
1649,Avenida Borges de Medeiros,1444,Rua Mario Ribeiro x Borges de medeiros,-22.9744945,-43.2170921,,FALSE,TRUE,27,Lagoa,,,,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
954,AV ATLANTICA,,ENTRE RODOLFO DANTAS E PRADO JR (LADO DOS PRÉDIOS),-22.965969217254695,-43.175523684618625,,TRUE,,24,Copacabana,,3,Av Atlântica - Av Barata Ribeiro,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
3394,Avenida Carlos Peixoto,21,Próximo ao tunel,-22.956794617358227,-43.17765855874327,,FALSE,TRUE,20,Botafogo,,20,Rio Sul,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
1770,Rua Jangadeiros,,Praça General Osorio,-22.985199761953723,-43.19693461060524,,FALSE,,25,Ipanema,,12,General Osório - Nossa Senhora da Paz,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
3416,Avenida Lauro Sodré,455,TÚNEL DO PASMADO,-22.956002250880857,-43.17774133390071,"poda e capina em cima do tunel, onde há um acampamento constante de psr",FALSE,TRUE,20,Botafogo,,20,Rio Sul,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
928,Avenida Atlântica,,ATLANTICA X HILARIO - DIREÇAO PRAIA EM FRENTE AO POSTO BR,-22.970230437398264,-43.182423299245556,COPA DE ARVORES OBSTRUINDO PASSEIO,FALSE,,24,Copacabana,,3,Av Atlântica - Av Barata Ribeiro,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
3338,Avenida Lauro Sodré,259,,-22.955330681921765,-43.17809448257296,vegetação como refúgio para psr,FALSE,TRUE,20,Botafogo,,20,Rio Sul,,,,,,,,,,5,Vegetação obstruindo a visibilidade do passeio,TRUE,COMLURB,"O agente deve identificar se há presença de vegetação que sirva de anteparo visual entre a pista de rolagem e o passeio ou entre os passeios do logradouro. O objetivo desta ocorrência é identificar pontos de passagem que possam ocultar os transeuntes fazendo com que eles não sejam visíveis por quem esteja no passeio oposto ou na pista de rolagem, conforme exemplo abaixo: 
<br>
<img>",1,COMLURB,4351
